"34563795","40062325","cinderellahao","家居行业","2007-06-09 08:05:25","http://logo.taobao.com/shop-logo/69/a6/T1M2xsXk8XXXb1upjX.jpg","728","创意饰品、潮流玩具、新奇特打火机、时尚家居","<p><font size=""2"">温馨提示：<br /><br />买家在拍下商品之前,请务必看清以下条款,拍下不买,是对卖家的不尊重!一律警告加差评!<br />1.本店所有商品均接受支付宝付款方式。(用支付宝付款的买家请确认您已经开通网上银行服务)<br />2.本店所有商品同时接受银行汇款(工行、建行）。<br />3.请收件人在快递公司或邮局工作人员处领取包裹时,一定注意在当场验收包裹内的物品数量、配件是否齐全；商品外表是否有明显的因摔、撞、挤、压引起的损伤。请在确认无误后再签字签收，以免发生不愉快的误会。如在验收当场发现商品存在以上问题，请立刻当场与店主取得联系，可为你退换货。<br />4.商品按您提供给本店的地址发送,若您处代签包裹信件的人员(如您的家人、同事、门卫等）签收，视为您已签收。<br />5.本店有实体店，所售商品均在实体店同时销售，请买家拍下商品后与卖家联系，以便卖家及时查询有无库存，如拍下后，本商品已被实体店售出，还买家望谅解!！</font></p><p><a href=""#"" target=""_blank""></a></p>","<p><font color=""#ff0000"" style=""BACKGROUND-COLOR: #000000"">小店出售的所有宝贝保证绝对正品。接受专柜验货。如果怀疑是否是正品的MM很对不起，您可以选择其它的店家，但是如果坚信并支持正品的MM，小店万分欢迎，请不要拿赝品的价格来和真品比较。欢迎大家随时来转哦，祝大家购物愉快。</font></p>","qiuqiuni","http://img05.taobaocdn.com/tps/i5/T19lpHXcxXXXXXXXXX-230-70.png"

"33306392","26526171","盛杰888","数码行业","2005-10-21 11:21:36","http://logo.taobao.com/shop-logo/c7/34/T1gCNlXk3xJ0P1upjX.jpg","1935","数码相机、数码摄像,全新手机.","<p><font color=""#0066ff"" face=""宋体"" size=""4"">！！！！买家必看！！！！</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">常见问题：</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">1、你的相机是行货吗？</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">回答：我们只做全新港行机器。</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">2、行货和港行有什么区别吗？</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">回答：港行是指在香港销售的机器通过内部渠道进入中国内陆，机器本身的质量是和大陆行货是没有任何区别的，港行和行货最大的区别就是保修不同，港行都是由销售方负责保修的，行货是由厂家指定的维修站保修的(个别厂商支持全球联保的除外)。</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">3、你们的相机能保证质量吗？</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">回答：我们的相机在签收的时候都通过严格的检查，保证收到的货都是全新的、完美的。</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">4、你们的保修是怎么做的？</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">回答：数码相机我们公司提供7天包换，2年保修服务，只要出现非人为的质量问题，在2年之内都会免费维修。其中购买的SD卡、CF卡享受5年包换，XD卡1年包换，记忆棒1年包换，读卡器3个月保修，国产品牌电池1年包换，买家要注意，数码相机随机配件不在保修范围之内（电池，充电器，数据线，光盘，其他等）</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">5、你们的相机是密封包装的吗？</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">回答：港行相机在送过来后都要进过检查，所以不可能密封包装，包括目前大陆行货也是没有密封包装的，如果用户在市场上看见机器上有塑料密封着的，那是商家的柜台机，是自己通过保鲜膜包的。</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">6、为什么我收到货的配件与你网上描述不一样?</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">回答:网上的描述大多来自由网络提供,有时候厂家也会有变动,所以一切已说明书描述的清单为准!</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">7、收到货时我需要做什么？</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">回答：在快递送货来时都必须由本人签收，并且在签字后当着快递人员的面检查机器，看配件与你购买的是否一致，机器是否完好。如果你本人无法签收，那请转告签收人检查这些项目。为了防止个别用心不良的买家，所以务必在快递人员在的情况下检查，否则你说缺少配件或者机器，我们公司不负任何责任！盛杰数码特别推出：如果您收到商品有质量问题，可以在收到商品的24小时内无条件退货，全额退款（但是必须保证商品以及包装、附件的完整，保持原貌，没有污损、刮伤、折叠...）退货联系电话：025-66873363依据《中华人民共和国消费者权益保护法》、《中华人民共和国产品质量法》及其它规定，凡在盛杰数码网站购买商品的用户，请仔细阅读此页面的详细介绍。</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">基于我们对所销售商品的信心，本着为顾客服务及维护自身良好的商业信誉，特作一下退换货承诺：<br />　　1、如果您收到在盛杰数码购买的商品后发现不是您想要的商品，或是有质量问题都可以在收到商品的24小时内（以收货的签收单为准），向盛杰数码要求无条件退货。如果您收到的商品存在质量问题，在7天内可以换货，我们在收到您的退货后会根据您的要求为您办理更换商品手续，但如果该产品受有关授权许可协议约束，将按有关条款办理。</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">　　2、您退的商品应符合以下的基本条件：<br />　　　a. 退换商品应保持您收到商品时的原貌。（商品本身有质量问题的除外）<br />　　　b. 退换商品应保持全新，相关附属配件齐全<br />　　　c. 保修卡或说明书（如有）等随货的书面材料没有填写和任何的污损，折叠。<br />　　　d. 退换商品本身原包装应保持完整。</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">　　3、所退换的商品要求具有完整的外包装、原产品、附带产品、退换货原因说明。</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">　　4、出现下列任何一种情况时，不能享受盛杰数码的退换货承诺：<br />　　&nbsp;&nbsp; 产品曾被非正常使用，非正常条件下的储存；不正确的安装；食物或者液体溅落导致的损坏；产品的正常磨损；退回产品的外包装不完整；退回产品的附带产品及所附资料不全；退回产品的发票或收据丢失、涂改或损坏；保修卡填写、超出质量保证期；产品并非由盛杰数码提供</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">　　5、有关退换货邮费的规定</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">&nbsp;&nbsp; a、如果您收到商品7天内，因存在质量问题，需要更换的，我们承担更换的来回邮费（如果收到货发现货没有问题，邮费将由用户自己承担）</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">&nbsp;&nbsp; b、您的商品在保修期间出现问题的，您寄回维修的邮费需要自己承担，我们承担维修后给您寄回的邮费</font></p><p><font color=""#0066ff"" face=""宋体"" size=""4"">&nbsp;&nbsp; C、如果您的商品超过保修期的，需要寄回维修的，我们不再承担邮费。</font><font color=""#0066ff""></font></p><p><font face=""宋体"" size=""4"">　　6、注意：<br />　　　A、因质量问题退换货时请采用快递邮寄方式寄回，请注明您的姓名、地址、电子邮件及订单号码， 并请注明您退换货的原因.<br />　　　B、如果您要求换货的商品已经处于脱销状态，我们会为您要求换货的商品办理退款(已付款顾客)手续。<br /></font></p>","<p><font size=""3"">盛杰数码摄影中心成立与2005年7月；南京有实体店铺，并有市工商局批准成立的网上销售平台。公司从创立之初就确立了&ldquo;以人为本、诚信守法、价廉物美&rdquo;的经营理念，致力把盛杰数码商城办成未来一流的数码商城，公司现已与淘宝网携手合作，全面支持支付宝交易并建立了完善的售后服务体系，请广大消费者放心购买。本公司郑重声明：机器出现质量问题<font color=""#0000ff"">24</font>小时包退，<font color=""#0000ff"">7</font>天包换，<font color=""#0000ff"">2</font>年保修服务！<br />南京公司电话：025-66873363&nbsp;&nbsp; 66873373&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br />全国导购&nbsp;：QQ：497963185<br />店铺地址：南京市新街口中山电子城（国美电器对面）<br />1、非常质量：我们所出售的数码产品一律为全新机，坚决杜绝翻新机,充新机。标准配置一律为原装配件<br />2、交易安全：全面支持支付宝，相当于货到付款,让您安心购物！<br />3、货源优势：我们有着最好的货源渠道、最优势的价格，所以绝对货真价实!<br />友情提醒</font></p><p><font size=""3"">顾客收到机器应该在<font color=""#0000ff"">48</font>小时内确认放款并予评价，对于迟迟不予配合的买家本公司将终止该买家的一切售后服务。特殊情况除外！&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<font color=""#0000ff"">永久提示</font></font></p>","","http://logo.taobao.com/shop-logo/c7/34/T13ShHXd0XXXaCwpjX.png"

"34725009","66392629","信守天下","文体行业","2007-08-07 09:06:04","http://logo.taobao.com/shop-logo/48/48/T1gN8pXcxcXXartXjX.gif","4293","主营得力 晨光 马利 红双喜等品牌折扣店","<table align=""center"" border=""0"" cellpadding=""0"" cellspacing=""0"" height=""396"" width=""930""><tr><td background=""http://disk.2pb.cn/myfile/xlqx/xlqx/xlqx_js_01.gif"" height=""138"">&nbsp;</td><td background=""http://disk.2pb.cn/myfile/xlqx/xlqx/xlqx_js_02.gif"" height=""138"">&nbsp;</td><td background=""http://disk.2pb.cn/myfile/xlqx/xlqx/xlqx_js_03.gif"" colspan=""2"">&nbsp;</td></tr><tr><td background=""http://disk.2pb.cn/myfile/xlqx/xlqx/xlqx_js_04.gif"" colspan=""4"" height=""47""><table border=""0"" cellspacing=""0"" height=""47"" width=""930""><tr><td width=""23"">&nbsp;</td><td width=""156""><span></span></td><td width=""745""><span><a href=""http://wenhaoxuan.taobao.com/""><font style=""font-size: 12pt; font-family:"">http://wenhaoxuan.taobao.com/</font></a></span></td></tr></table></td></tr><tr><td background=""http://disk.2pb.cn/myfile/xlqx/xlqx/xlqx_js_06.gif"" colspan=""4"" height=""50""><table border=""0"" cellspacing=""0"" height=""50"" width=""930""><tr><td width=""22"">&nbsp;</td><td width=""878""><p><span><br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;<font style=""color: #ff00ff; font-family:"">&nbsp;&nbsp;</font><font style=""font-size: 14pt; color: #ff00ff; font-family:"">小店欢迎您的光临！<br />*****主营：晨光文具,爱好文具,得力（优酷）文具,英雄钢笔,马可文具,玛丽纸品,强林纸品,爱谱保险柜,马利美术用品,健桦塑料制品,三和喷漆,好佳健泳装,捷佳泳具,斯伯丁篮球,科牌健乐文体用品,红双喜体育用品,会军哑铃！<br />&nbsp;&nbsp;&nbsp;由于本店的地理位置的优越，特向买家提供-景德镇陶瓷陶艺工具！全店商品假一罚十,近乎零利润销售！<br />&nbsp;&nbsp; 本店为网络实体同步销售的百分百诚信店，价格实打实，运费实打实，服务实打实，质量实打实.<br />&nbsp; &nbsp;本店商品价格为纯净价，一律不参加任何形式的有偿宣传。我们靠的是实力，是规模，是质量，是服务，更是广大淘友的口碑。我们的成长离不开您的支持，为了您能长久的得到物美价廉的商品，请联合各位的亲朋好友支持我们！！！</font></span></p><p><span><font style=""font-size: 14pt; font-family:""></font></span>&nbsp;</p></td><td width=""24""><font style=""color: #ff00ff; font-family:"">&nbsp;</font></td></tr></table></td></tr><tr><td background=""http://disk.2pb.cn/myfile/xlqx/xlqx/xlqx_js_05.gif"" colspan=""4"" height=""45""><table border=""0"" cellspacing=""0"" height=""45"" width=""930""><tr><td width=""23""><font style=""font-size: 12pt; font-family:"">&nbsp;</font></td><td width=""156""><span><font style=""font-size: 12pt; font-family:""></font></span></td><td width=""745""><font style=""font-size: 12pt; font-family:"">&nbsp;</font></td></tr></table></td></tr><tr><td background=""http://disk.2pb.cn/myfile/xlqx/xlqx/xlqx_js_06.gif"" colspan=""4"" height=""50""><table border=""0"" cellspacing=""0"" height=""50"" width=""930""><tr><td width=""22""><font style=""font-size: 12pt; font-family:"">&nbsp;</font></td><td width=""878""><span><font style=""font-size: 12pt; font-family:""></font></span></td><td width=""24""><font style=""font-size: 12pt; font-family:"">&nbsp;</font></td></tr></table></td></tr><tr><td background=""http://disk.2pb.cn/myfile/xlqx/xlqx/xlqx_js_07.gif"" colspan=""3"" height=""132""><font style=""font-size: 12pt; font-family:"">&nbsp;</font></td><td background=""http://disk.2pb.cn/myfile/xlqx/xlqx/xlqx_js_08.gif""><font style=""font-size: 12pt; font-family:"">&nbsp;</font></td></tr><tr><td><font style=""font-size: 12pt; font-family:""><img alt="""" height=""1"" src=""http://sell.taobao.com/auction/publish/images/spacer.gif"" width=""138"" /></font></td><td><font style=""font-size: 12pt; font-family:""><img alt="""" height=""1"" src=""http://sell.taobao.com/auction/publish/images/spacer.gif"" width=""635"" /></font></td><td><font style=""font-size: 12pt; font-family:""><img alt="""" height=""1"" src=""http://sell.taobao.com/auction/publish/images/spacer.gif"" width=""25"" /></font></td><td><font style=""font-size: 12pt; font-family:""><img alt="""" height=""1"" src=""http://sell.taobao.com/auction/publish/images/spacer.gif"" width=""132"" /></font></td></tr></table>","&curren;&curren;&curren;<p><font size=""6"">本店拥有强大的实体店，请亲友们放心购买！</font></p><p><font size=""6"">本店有齐全的文具办公用品，各种画具，体育用品。如有需要请和我们联系！欢迎您的光临！...温馨提示：所购商品通常3天内发货，若有急需商品，拍前请务必先与我们联系，以免耽误您的使用！(快递的速度是我方无法控制的）所以我们将对因快递速度慢而给我们差评 中评者一律投诉到底 请认真对待你们每个评价 谢谢！</font></p><p><font size=""6"">本店发货一律以发中通为主 ~~~~要发其他的请于我们的客服联系。。。</font></p><p><font size=""6"">通知；本店的时间已经修改&nbsp; 营业时间为7.30---24.00&nbsp;</font></p><p><a href=""#""></a>&nbsp;</p>","wenhaoxuan","http://img05.taobaocdn.com/tps/i5/T19lpHXcxXXXXXXXXX-230-70.png"

"33387092","28042808","iyenaiyun","美容行业","2005-12-12 09:12:40","http://logo.taobao.com/shop-logo/a6/14/T1GIhPXfduXXartXjX.gif","747","特价！包邮！正品！5皇冠","<strong><span style=""text-decoration: underline""><font color=""#ff0000"" face=""Arial"" size=""2""><p><span style=""font-size: 14px; color: #ff0000""><font color=""#993300""><font size=""2""></font></font></span>&nbsp;</p></font></span></strong>","本店已被淘宝选为淘宝全球购卖家，并且已加入消费者保障计划，店里所有产品均为正品，大家可放心购买，在此可以提供全球购之美国购服务，所有美国市场上销售的产品包括衣服，鞋子，包包等等都可提供代购并且可提供购物小票~~<p style=""MARGIN-RIGHT: 10px"">小店正常走货量较大，所以商品出货很快，来购买的MM勿必先与店里沟通再实行购买，且不议价不抹零，爱议价的MM麻烦绕道吧。。店主一天接待几百位顾客已经够累了，销售加上包货以及售后，需要小女子一人来做，所以真的没有太多的时间来磨价格，您不怕累着，店主自己也怕累的~~所以大家互相体谅了</p><p><a href=""#"" target=""_blank""><img border=""0"" src=""http://www.lattecounter.com/c5.asp?nm=iyenaiyun"" /></a></p><bgsound loop=""2""></bgsound><p style=""MARGIN-RIGHT: 10px""></p>","czyh","http://img05.taobaocdn.com/tps/i5/T19lpHXcxXXXXXXXXX-230-70.png"

"59797775","135219353","薄荷甜酒","食品行业","2009-11-11 01:29:42","http://logo.taobao.com/shop-logo/17/ce/T12a4oXjNsXXb1upjX.jpg","273","俄罗斯进口食品 巧克力 咖啡 奶酪 鹅肝酱 鱼子酱","<p><font style=""font-size: 18pt; color: #ff007f; font-family: 宋体"">俄罗斯进口食品 纯黑 蜂窝 巧克力 印度红茶 鱼子 等<br />小店的发展要感谢各位亲的支持&hellip;&hellip;小店力争用最最优惠的价格~最最优质的商品~最最优秀的服务，带给每一个来嘀咕小铺的朋友最好的网购心情^_^</font></p>","<p align=""center""><img alt="""" src=""http://www.tubaomu.com/pic/2009-11-29/digudigu/545555.jpg"" /><br /></p><p align=""left"" style=""text-align: left""><font style=""font-size: 14pt; color: #7f3f00; font-family:"">欢迎光临DG！商品陆续上架中~谢谢关注！本店经销俄罗斯巧克力、奶油奶酪、蛋糕、鱼子酱、鹅肝酱、咖啡、红茶、果茶、啤酒、红酒等多种俄罗斯进口食品，还有西餐烹饪调料，很多产品没有上架，买家如需要请向我咨询~<br />另售最佳保健品-卵磷脂~全场优惠进行中&hellip;&hellip;特价商品不参与换购</font></p>","digudigu","http://img05.taobaocdn.com/tps/i5/T19lpHXcxXXXXXXXXX-230-70.png"

